"superkingdom","phylum","class","order","family","genus","species"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XIII. Incertae Sedis",NA,"[Eubacterium] brachy"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium botulinum"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia sp."
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerotignum",NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter sp."
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Mediterraneibacter","[Ruminococcus] lactaris"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","Anaerotruncus colihominis"
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio sp. Marseille-P6017"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Bacteria",NA,NA,NA,NA,NA,"bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","Faecalibacterium sp. canine oral taxon 147"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus apodemi"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA,"Fusobacteriaceae bacterium DJF_B254"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,"Clostridiales bacterium G45"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium sp."
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","Faecalibacterium sp. canine oral taxon 147"
NA,NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella copri"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella phocaeensis"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Anaerobiospirillum","Anaerobiospirillum sp. 3J102"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium massiliamazoniense"
"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter rodentium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptacetobacter","Peptacetobacter hiranonis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus sp."
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus sakei"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia sp."
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia sp."
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium DJF_VP18k1"
"Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia piriformis"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Glucerabacter","Glucerabacter canisensis"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","uncultured Clostridium sp."
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus sakei"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia sp."
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella xylaniphila"
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus johnsonii"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",NA
"Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira",NA
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus crispatus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Mailhella","uncultured Mailhella sp."
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Ewingella","Ewingella americana"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,"Ignatzschineria",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia glucerasea"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
NA,NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Firmicutes",NA,NA,"Selenomonadaceae","Megamonas",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium A4"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","Candidatus Dorea massiliensis"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Robinsoniella",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,"Peptostreptococcaceae bacterium canine oral taxon 124"
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,"uncultured Clostridiales bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia piriformis"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,"uncultured Clostridiales bacterium"
"Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","Faecalibacterium sp. canine oral taxon 147"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Pseudochrobactrum",NA
NA,NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptacetobacter","Peptacetobacter hiranonis"
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catenibacillus","Catenibacillus scindens"
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Glucerabacter",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptacetobacter","Peptacetobacter hiranonis"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella cryptocerci"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Eukaryota","Streptophyta","Bryopsida",NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptacetobacter","Peptacetobacter hiranonis"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Angelakisella","Angelakisella massiliensis"
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira",NA
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp."
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,"uncultured Clostridiales bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",NA
"Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XIII. Incertae Sedis","Anaerovorax","Anaerovorax sp."
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Glucerabacter",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella massiliensis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerobutyricum","Anaerobutyricum hallii"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia piriformis"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes"
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Anaerobiospirillum","Anaerobiospirillum sp. B0101"
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium sp."
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium sp."
"Eukaryota","Streptophyta","Magnoliopsida","Lamiales",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Paeniclostridium","[Eubacterium] tenue"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia glucerasea"
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides sp. W20"
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,"uncultured Clostridiales bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella","[Clostridium] piliforme"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sp."
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia piriformis"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes shahii"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter upsaliensis"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia piriformis"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,"Phocaeicola","Phocaeicola massiliensis"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia hydrogenotrophica"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium"
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium ramulus"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium massiliamazoniense"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella xylaniphila"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella xylaniphila"
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,"bacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,"Clostridiaceae bacterium DJF_VP39k1"
"Bacteria",NA,NA,NA,NA,NA,"bacterium"
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018a"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018a"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Hammondia",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Hammondia",NA
"Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"Eukaryota","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia pullulans"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",NA
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Pilaira",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Cystoisospora",NA
"Eukaryota","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia pullulans"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor koreanus"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales",NA,"Candida",NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae",NA,NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Apatococcus",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor koreanus"
"Eukaryota","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium",NA
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Cercozoa",NA,"Cercomonadida","Heteromitidae","Heteromita",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum",NA
"Eukaryota","Imbricatea",NA,"Spongomonadida","Spongomonadidae","Spongomonas","Spongomonas minima"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Sordariomycetes","Coniochaetales",NA,NA,"Coniochaetales sp. GMG_C4"
"Eukaryota","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scopulariopsis",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae","Trebouxia",NA
"Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia",NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida",NA
"Eukaryota","Ascomycota",NA,"Onygenales","Pseudeurotiaceae",NA,NA
